id_n,Year,rural_urban,region,Employment_Income,job_desc,job_category,employer_activity,employer_activity_code,employer_category,formal,weight
977,2022,2. URBAN,2. AFAR,90000.0,Office worker,"4. Clerks, Office clerks ",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,176.5847778
985,2022,2. URBAN,2. AFAR,64296.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,5169.802734
1000,2022,2. URBAN,2. AFAR,26810.0,Justice service work,"1. Legislators, Senior Government Officials and Managers",Justice office,13. EDUCATION,3. GOVERNMENT,1. YES,52.22022629
1010,2022,2. URBAN,2. AFAR,55308.0,Office worker,"4. Clerks, Office clerks ",Public service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,516.880249
1028,2022,2. URBAN,2. AFAR,54000.0,Accountant,"4. Clerks, Office clerks ",Office service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",3. GOVERNMENT,1. YES,3314.409424
1034,2022,2. URBAN,2. AFAR,90000.0,Social worker,"4. Clerks, Office clerks ",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",1. PRIVATE COMPANY,1. YES,1726.906616
1042,2022,2. URBAN,2. AFAR,84852.0,Office worker,"4. Clerks, Office clerks ",Urban development and construction,3. MINING AND QUARRYING,3. GOVERNMENT,1. YES,33.47888565
1083,2022,2. URBAN,2. AFAR,30000.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Private company,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,2055.125732
1088,2022,2. URBAN,2. AFAR,15000.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Health service,14. HEALTH AND SOCIAL WORK,3. GOVERNMENT,2. NO,4169.369141
1193,2022,2. URBAN,3. AMHARA,24000.0,Finance officer,"4. Clerks, Office clerks ",Finance service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",3. GOVERNMENT,1. YES,488.1591797
1194,2022,2. URBAN,3. AMHARA,67200.0,Driver assistant,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Public service,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,488.1591797
1208,2022,2. URBAN,3. AMHARA,84852.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,2. NO,488.1591797
1213,2022,2. URBAN,3. AMHARA,70710.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,2. NO,488.1591797
1217,2022,2. URBAN,3. AMHARA,1500.0,Waitress,"9. Elementary Occupations, Sales And Services Elementary Occupations",Hotel,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,2. NO,1249.531128
1218,2022,2. URBAN,3. AMHARA,84852.0,Finance officer,"4. Clerks, Office clerks ",Accountant,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",3. GOVERNMENT,2. NO,5991.895508
1220,2022,2. URBAN,3. AMHARA,63600.0,Police,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Security,13. EDUCATION,3. GOVERNMENT,2. NO,5991.895508
1221,2022,2. URBAN,3. AMHARA,15600.0,Grain mill work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Grinding mill,14. HEALTH AND SOCIAL WORK,2. PRIVATE INDIVIDUAL,2. NO,10299.86133
1230,2022,2. URBAN,3. AMHARA,3500.0,Private service provision,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,12297.24414
1234,2022,2. URBAN,3. AMHARA,7000.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,11374.98633
1243,2022,1. RURAL,3. AMHARA,13160.0,Plantation,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Seedling production,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",3. GOVERNMENT,2. NO,15555.6377
1265,2022,1. RURAL,3. AMHARA,19600.0,Police,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Security,13. EDUCATION,3. GOVERNMENT,1. YES,16662.08789
1283,2022,1. RURAL,3. AMHARA,88053.0,School director,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,502.9377747
1284,2022,1. RURAL,3. AMHARA,38440.0,Teacher,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,838.1296387
1318,2022,2. URBAN,3. AMHARA,84852.0,Education officer,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,10044.22559
1319,2022,2. URBAN,3. AMHARA,39996.0,Education officer,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Public service,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,10044.22559
1320,2022,2. URBAN,3. AMHARA,4200.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1248.297974
1321,2022,2. URBAN,3. AMHARA,16800.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),3. GOVERNMENT,2. NO,1248.297974
1324,2022,2. URBAN,3. AMHARA,8400.0,Cutting crops,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Agriculture,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,752.0167236
1328,2022,2. URBAN,3. AMHARA,42900.0,Health worker,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Health service,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,752.0167236
1329,2022,2. URBAN,3. AMHARA,15750.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Community Service,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,10501.89844
1347,2022,2. URBAN,3. AMHARA,5000.0,Guard,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Public service,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,14061.00488
1352,2022,2. URBAN,3. AMHARA,59556.0,Guard,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Community Service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,3809.49585
1354,2022,2. URBAN,3. AMHARA,9600.0,Auto maintenance and repair,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Supporting  various items for the community,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,3809.49585
1357,2022,2. URBAN,3. AMHARA,55308.0,Finance officer,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,719.2437744
1358,2022,2. URBAN,3. AMHARA,41481.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,719.2437744
1367,2022,2. URBAN,3. AMHARA,22400.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Public service,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,9273.192383
1371,2022,2. URBAN,3. AMHARA,42700.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,441.1870117
1373,2022,2. URBAN,3. AMHARA,45500.0,ICT expert,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Child protection,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,441.1870117
1375,2022,2. URBAN,3. AMHARA,800.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,441.1870117
1378,2022,2. URBAN,3. AMHARA,10.0,Learning,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,16. PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS,3. GOVERNMENT,2. NO,1622.858643
1380,2022,2. URBAN,3. AMHARA,32900.0,Pharmacist,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,481.4118347
1385,2022,2. URBAN,3. AMHARA,48000.0,Driver,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Labor,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,449.0346985
1390,2022,2. URBAN,3. AMHARA,88053.0,Government employee,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Municipality,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,441.1870117
1391,2022,2. URBAN,3. AMHARA,23331.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,441.1870117
1395,2022,2. URBAN,3. AMHARA,43620.0,Government employee,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Public service,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,441.1870117
1408,2022,2. URBAN,3. AMHARA,24000.0,Guard,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Hotel,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),1. PRIVATE COMPANY,1. YES,14700.05957
1410,2022,2. URBAN,3. AMHARA,70000.0,Broker,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Buying and salling management,14. HEALTH AND SOCIAL WORK,8. OTHER (SPECIFY),2. NO,611.7647095
1418,2022,2. URBAN,3. AMHARA,67860.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,5397.674805
1420,2022,2. URBAN,3. AMHARA,9000.0,Pharmacist,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Pahrmacy,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,11130.01172
1431,2022,1. RURAL,3. AMHARA,12000.0,Waitress,"9. Elementary Occupations, Sales And Services Elementary Occupations",Café,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,2. NO,6937.32666
1444,2022,1. RURAL,3. AMHARA,7200.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",8. OTHER (SPECIFY),1. YES,9084.905273
1456,2022,1. RURAL,3. AMHARA,9000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,5561.76709
1511,2022,1. RURAL,3. AMHARA,700.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,2965.203125
1548,2022,2. URBAN,3. AMHARA,77000.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,6963.621094
1549,2022,2. URBAN,3. AMHARA,46090.0,Health worker,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,6963.621094
1555,2022,2. URBAN,3. AMHARA,29997.0,Transport officer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),3. GOVERNMENT,1. YES,7284.135742
1557,2022,2. URBAN,3. AMHARA,40535.0,Teacher,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,7301.562988
1558,2022,2. URBAN,3. AMHARA,12000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,7301.562988
1613,2022,1. RURAL,3. AMHARA,1800.0,Waitress,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Hotel,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,1. PRIVATE COMPANY,2. NO,8079.907227
1615,2022,1. RURAL,3. AMHARA,19476.0,Guard,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Bank Service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",1. PRIVATE COMPANY,1. YES,3941.074707
1698,2022,2. URBAN,3. AMHARA,108672.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,9210.751953
1703,2022,2. URBAN,3. AMHARA,58500.0,Driver,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,495.6812439
1704,2022,2. URBAN,3. AMHARA,24000.0,Vegetables sales,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Retail,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,8. OTHER (SPECIFY),2. NO,495.6812439
1710,2022,2. URBAN,3. AMHARA,10000.0,Guard,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Community Service,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,1. YES,537.6324463
1718,2022,2. URBAN,3. AMHARA,36000.0,Trade,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Community Service,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,1. PRIVATE COMPANY,2. NO,3102.656982
1724,2022,2. URBAN,3. AMHARA,50400.0,Office worker,"4. Clerks, Office clerks ",Public service,20. Artist ,3. GOVERNMENT,1. YES,487.0183105
1726,2022,2. URBAN,3. AMHARA,78000.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,7986.275879
1731,2022,2. URBAN,3. AMHARA,36000.0,Water and swerage officer,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Community service,"5. ELECTRICITY, GAS, STEAM AND HOT WATER SUPPLY",3. GOVERNMENT,1. YES,1337.882568
1739,2022,2. URBAN,3. AMHARA,28200.0,Consultancy,"4. Clerks, Office clerks ",Service,13. EDUCATION,3. GOVERNMENT,1. YES,1700.970337
1742,2022,2. URBAN,3. AMHARA,135660.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",University,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,5884.492676
1789,2022,1. RURAL,3. AMHARA,3000.0,Teacher,"4. Clerks, Office clerks ",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,17810.68555
1800,2022,1. RURAL,3. AMHARA,18000.0,Weaving,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Weaving,3. MINING AND QUARRYING,2. PRIVATE INDIVIDUAL,2. NO,4058.091797
1805,2022,1. RURAL,3. AMHARA,52500.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Agriculture,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,17363.14648
1829,2022,2. URBAN,3. AMHARA,108000.0,Teacher,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,4652.209473
1830,2022,2. URBAN,3. AMHARA,100500.0,Teacher,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Eductaion,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,4652.209473
1836,2022,2. URBAN,3. AMHARA,9000.0,Small merchandise sales,"9. Elementary Occupations, Sales And Services Elementary Occupations",Shoe polish,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,2. NO,9249.196289
1871,2022,2. URBAN,3. AMHARA,54000.0,Broker,"9. Elementary Occupations, Sales And Services Elementary Occupations",Human resource management,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,597.7224121
1872,2022,2. URBAN,3. AMHARA,690.0,Administrator,"1. Legislators, Senior Government Officials and Managers",Public service,13. EDUCATION,3. GOVERNMENT,1. YES,597.7224121
1874,2022,2. URBAN,3. AMHARA,40000.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,10251.67773
1876,2022,2. URBAN,3. AMHARA,25000.0,Driver,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,12997.87305
